brendotron,hatespeechradio,8.416666666666666
brendotron,seattlelawgirl,12.625
brendotron,susiecheng,4.208333333333333
brendotron,digitalchiro,16.833333333333332
vivalasara,LOST_WFTB,3.1622132253711204
rockinrandall,BobPratt,1.035897435897436
serenejourney,ianpeatey,1.035897435897436
michaelrueter,asaipa,3.1622132253711204
robertgirandola,mariakitano,1.035897435897436
robertgirandola,IntriguingDs,1.035897435897436
robertgirandola,DAREvolutionary,1.035897435897436
dondiscumaci,DvineExpression,2.071794871794872
dorisjeanette,winninghelix,1.035897435897436
dorisjeanette,wildelycreative,1.035897435897436
dorisjeanette,Signgal,1.035897435897436
shannongraham1,starlingpoet,3.1622132253711204
shannongraham1,lacouvee,3.1622132253711204
shannongraham1,a02toyota,3.1622132253711204
shannongraham1,willdogs,3.1622132253711204
hiphopnonstoptv,SHEEmusic,1.035897435897436
marcyberg,SophiaAa,3.1622132253711204
esmaaself,markdavidson,1.035897435897436
laramedeiros,mashable,3.1622132253711204
helpmerick,tweet_rank,3.1622132253711204
nessab04,WH1SKS,3.1622132253711204
cynsheis,flawnt,3.1622132253711204
ponet,TravelTweetie,3.1622132253711204
ponet,makinitrite,3.1622132253711204
ponet,earthXplorer,3.1622132253711204
ponet,katjaib,6.324426450742241
ponet,Carl_Ingalls,3.1622132253711204
ponet,wellbaskets,3.1622132253711204
ponet,vicissitudes2,3.1622132253711204
ponet,angiece,3.1622132253711204
ponet,dougjumper,3.1622132253711204
rsonline,JoelOsborne,1.035897435897436
momspective,IamSucceeding,3.1622132253711204
momspective,welfach,3.1622132253711204
momspective,MommyBrain,3.1622132253711204
momspective,coreyanderson,3.1622132253711204
momspective,awomansworld,6.324426450742241
momspective,JessicaKnows,3.1622132253711204
momspective,janetbeckers,3.1622132253711204
momspective,brandyellen,3.1622132253711204
auntiej41,BestBodyDetox,1.035897435897436
sandesaimond,rohitishere1,1.035897435897436
butterflyy2000,marketmastery,1.035897435897436
1twistedmind,seres_victoria,1.035897435897436
1twistedmind,pinkraindrops,1.035897435897436
1twistedmind,DDJaded,1.035897435897436
1twistedmind,MrsBsConfession,1.035897435897436
1twistedmind,JeremyCShipp,1.035897435897436
1twistedmind,mystica43229,1.035897435897436
1twistedmind,kahunageezer,1.035897435897436
1twistedmind,Larkn0298,1.035897435897436
1twistedmind,ms_cornwall,1.035897435897436
1twistedmind,JohnnyHorror30,1.035897435897436
1twistedmind,djsummitt,1.035897435897436
1twistedmind,Deathlink,1.035897435897436
ginabella,STXherry,3.1622132253711204
ginabella,BrianINC,3.1622132253711204
jimdeli,photojack,1.035897435897436
tommymclaughlin,SandraRodrigues,3.1622132253711204
tommymclaughlin,PaulaBrett,3.1622132253711204
eeus,russelltripp,6.324426450742241
jswtx,WOTN,3.1622132253711204
destinystarr,mashable,3.1622132253711204
mmarquit,BennyGreenberg,1.035897435897436
planetmitch,laurabergerol,3.1622132253711204
vicstar,KooikerExpress,1.035897435897436
alicejam,jodywatley,1.035897435897436
alicejam,heykim,2.071794871794872
dcolter,DianeHoeptner,1.035897435897436
dcolter,wizzlewolf,2.071794871794872
dcolter,LauraArtist,1.035897435897436
dcolter,SMSart,1.035897435897436
lisamaret,LadyKrystle,1.035897435897436
lisamaret,DapperDSM,1.035897435897436
lisamaret,ArmyMom101,2.071794871794872
lisamaret,jenafern,2.071794871794872
lisamaret,Patriot223,1.035897435897436
chorazin,JazzMX5,1.035897435897436
djamazing,DJSlikk,3.1622132253711204
w00drabbit,hatespeechradio,8.416666666666666
w00drabbit,seattlelawgirl,4.208333333333333
w00drabbit,susiecheng,4.208333333333333
createdbymom,keepingupwmom,3.1622132253711204
iamsharpe,Symbolman,3.1622132253711204
iamsharpe,WOTN,3.1622132253711204
iamsharpe,EMarketingGuru,3.1622132253711204
iamsharpe,NuttyNewswire,3.1622132253711204
jarrall,tweetmeme,1.035897435897436
thafuture703,holdemtalkradio,3.1622132253711204
thafuture703,bloggerjoe,3.1622132253711204
thafuture703,LeVarThomas,3.1622132253711204
thafuture703,brentnhunter,3.1622132253711204
thafuture703,dtpriceless,1.035897435897436
thafuture703,Futuremusic_CEO,1.035897435897436
thafuture703,Cougar_Candy,1.035897435897436
alexhens,WendyJacob,1.035897435897436
midnightmovies,peanutgnome,3.1622132253711204
midnightmovies,actionchick,3.1622132253711204
ozanichkovsky,XXXenia,1.035897435897436
jereminate,aaahmanda,1.035897435897436
directassist,Enhanced_Teams,1.035897435897436
aballstudio,LindsayManfredi,1.035897435897436
icametumbling,jodymal,3.1622132253711204
icametumbling,Nsane8,3.1622132253711204
icametumbling,SquareJaw,3.1622132253711204
freed2travel,bobhallam,1.035897435897436
terrimcculloch,DiscoverU,1.035897435897436
terrimcculloch,CesLSU,1.035897435897436
terrimcculloch,PaulSegreto,1.035897435897436
hashemz,bobgarrett,1.035897435897436
hashemz,EMarketingGuru,1.035897435897436
hashemz,JimQuillen,3.1076923076923078
jaineen,AbayKamau,2.071794871794872
kellythomas1,Loveandemulsion,1.035897435897436
kellythomas1,fridayluv,1.035897435897436
kellythomas1,mossinterest,2.071794871794872
kellythomas1,brentnhunter,2.071794871794872
kellythomas1,MichaelBelba,1.035897435897436
kellythomas1,KendaSmith,1.035897435897436
kellythomas1,kruss73,1.035897435897436
kellythomas1,starlingpoet,1.035897435897436
kellythomas1,TamaraSchilling,1.035897435897436
kellythomas1,leighmichele,1.035897435897436
kellythomas1,nadeemd,2.071794871794872
kellythomas1,empoweredandfit,1.035897435897436
kellythomas1,smfritch,1.035897435897436
kellythomas1,JimQuillen,1.035897435897436
kellythomas1,RainerGS,2.071794871794872
kellythomas1,In_His_Name,1.035897435897436
kellythomas1,joemercury,1.035897435897436
kellythomas1,MATT_369,1.035897435897436
kellythomas1,kathykeefe,1.035897435897436
kellythomas1,Bonniestwit,2.071794871794872
kellythomas1,MamaCapps,2.071794871794872
kellythomas1,JoanneMatthews,1.035897435897436
kellythomas1,vene2ia,1.035897435897436
kellythomas1,Life_Coach_Kim,2.071794871794872
kellythomas1,livetorque,1.035897435897436
kellythomas1,IanAspin,1.035897435897436
kellythomas1,straightstreet,1.035897435897436
kellythomas1,howard74,1.035897435897436
kellythomas1,civlee,1.035897435897436
danknowlson,HelpSaveBees,1.035897435897436
jeffandkeith,btexperiment,1.035897435897436
rebekahharriman,MandyCharlton,1.035897435897436
shawnmdriscoll,lindafreedland,3.1622132253711204
shawnmdriscoll,centerpet,3.1622132253711204
elledenise,QuoneshaTeope,1.035897435897436
elledenise,tropicanasliim,1.035897435897436
elledenise,KirstTreth,1.035897435897436
blogibiza,christweets,1.035897435897436
blogibiza,whiteibiza,1.035897435897436
ksenija,DaveBenjamin,1.035897435897436
desiree01,TerriLPN,3.1622132253711204
judismile,fisherofmen,1.035897435897436
judismile,HUGONATOR,1.035897435897436
judismile,gillardg,1.035897435897436
judismile,Trachena,1.035897435897436
_mikekennedy,bersheba,3.1622132253711204
satsugaicat,JavaTheCat,3.1622132253711204
totallytheatre,markshaw,1.035897435897436
missshonah,TferThomas,1.035897435897436
lisalotzer,RHHR,3.1622132253711204
lisalotzer,terrimcculloch,3.1622132253711204
moviecritics,mashable,3.1622132253711204
feelslikehome,typeamom,3.1622132253711204
feelslikehome,gacockerham,3.1622132253711204
tristanelosegui,xbermudez,3.1622132253711204
happyloveschuck,GeneralBeckman,1.035897435897436
amalaya,Orianned,1.035897435897436
amalaya,coreyskort,2.071794871794872
amalaya,tap29RT,2.071794871794872
amalaya,brentnhunter,1.035897435897436
candacederickx,LaurieStJ,1.035897435897436
candacederickx,lauriestj,1.035897435897436
cobaltcow,tonfue,1.035897435897436
djhiztory,LeVarThomas,1.035897435897436
flakacruising,janbmulder,3.1622132253711204
flakacruising,peterhclaes,3.1622132253711204
flakacruising,HansTerhurne,3.1622132253711204
flakacruising,artkids,3.1622132253711204
maireh,ClaireBoyles,3.1622132253711204
maireh,SeanMalarkey,3.1622132253711204
buzzedition,mashable,3.1622132253711204
buzzedition,BennyGreenberg,3.1622132253711204
buzzedition,kismet1990,3.1622132253711204
joy_cobb,presidentbarryo,3.1622132253711204
joy_cobb,P0TUS,3.1622132253711204
madure,fridayluv,3.1622132253711204
madure,MagsJoy,3.1622132253711204
madure,iamwun,3.1622132253711204
madure,epcotx,3.1622132253711204
cavm,FloridaOrchids,3.1076923076923078
ksbleadsticker,CarloAtYourServ,3.1622132253711204
ksbleadsticker,Simon_D_Young,3.1622132253711204
bobcallahan,TLW3,3.1622132253711204
bobcallahan,wendyblum,3.1622132253711204
bobcallahan,bridalstylist,3.1622132253711204
bobcallahan,chrispenner,3.1622132253711204
bobcallahan,jenkin7NICK,3.1622132253711204
bobcallahan,jimsmeltzart,3.1622132253711204
bobcallahan,elizrn,3.1622132253711204
bobcallahan,PcPitCrew,3.1622132253711204
bobcallahan,tinaeclark,3.1622132253711204
bobcallahan,_dralaterdzo,3.1622132253711204
bobcallahan,ColoradoFoothil,1.035897435897436
bobcallahan,Nachhi,1.035897435897436
bobcallahan,JaqStone,1.035897435897436
bobcallahan,KimNCarswell,1.035897435897436
bobcallahan,Prod_By_BLACKK,1.035897435897436
bobcallahan,BrewskieButt,1.035897435897436
bobcallahan,MaryRachBailey,1.035897435897436
bobcallahan,cartopsigns,1.035897435897436
bobcallahan,christinerose,1.035897435897436
bobcallahan,DigiMediaMavens,1.035897435897436
bobcallahan,JeffKnize,1.035897435897436
bobcallahan,GrizzlyFeed,1.035897435897436
bobcallahan,avmaster,2.071794871794872
bobcallahan,jescarter,1.035897435897436
bobcallahan,medic_ray,1.035897435897436
bobcallahan,Tomas57,2.071794871794872
ladyje,hatespeechradio,4.208333333333333
ladyje,seattlelawgirl,4.208333333333333
ladyje,susiecheng,4.208333333333333
ladyje,digitalchiro,4.208333333333333
many_miles,smashadv,3.1622132253711204
bobvl,JoostvG,3.1622132253711204
javierchua,0lli,1.035897435897436
